name,status,oldPrerequisite,newPrerequisite,prerequisiteChanged,oldBenefit,newEffect,oldSummary,newSummary,sourceUrl
Deadeye,updated,"Point-Blank Shot, Precise Shot, Base Attack Bonus +4","Point-Blank Shot, Precise Shot, Base Attack Bonus +4",no,"If you Aim, deal extra damage.","If you Aim before making a ranged attack and the attack hits, increase the damage you deal by an additional weapon die (3d6 becomes 4d6).","If you Aim, deal extra damage.","If you Aim, deal extra damage.",https://swse.fandom.com/wiki/Deadeye
Risk Taker,updated,Trained in Climb or Jump,Trained in Climb or Jump,no,Improve your chances of success with Climb or Jump checks.,"You fall only if you fail a Climb check by 10 or more. Additionally, if you make a Jump check and fail to land on a safe or solid surface (such as if you fall into a pit or fail to clear a stream of lava), you can spend a Force Point as a Free Action and add the result of the Force Point roll to your distance jumped. However, you must land in the first available safe square.",Improve your chances of success with Climb or Jump checks.,Improve your chances of success with Climb or Jump checks.,https://swse.fandom.com/wiki/Risk_Taker
Redirect Shot,db_only_not_updated,"Trained in Use the Force, Deflect","Trained in Use the Force, Deflect",no,"When you successfully negate a ranged attack with Deflect, you may redirect the shot to another target within line of sight.","When you successfully negate a ranged attack with Deflect, you may redirect the shot to another target within line of sight.","When you successfully negate a ranged attack with Deflect, you may redirect the shot to another target within line of sight.","When you successfully negate a ranged attack with Deflect, you may redirect the shot to another target within line of sight.",
Deadly Sniper,updated,"Sniper, Trained in Stealth, Base Attack Bonus +9","Sniper, Trained in Stealth, Base Attack Bonus +9",no,Gain +2 bonus on your ranged attack roll and deal +1 die of damage.,"When you make a ranged attack against a target that is unaware of you, you gain a +2 bonus on your attack roll and deal +1 die of damage on the first attack each turn.",Gain +2 bonus on your ranged attack roll and deal +1 die of damage.,Gain +2 bonus on your ranged attack roll and deal +1 die of damage.,https://swse.fandom.com/wiki/Deadly_Sniper
Gunnery Specialist,updated,Base Attack Bonus +1,Base Attack Bonus +1,no,Reroll an attack made with a Vehicle Weapon.,"While you are the Gunner of a Vehicle, you are considered proficient with Vehicle Weapons. Additionally, once per encounter, you can reroll an attack roll made with a Vehicle Weapon, though you must keep the second result, even if it is worse. You can declare this reroll after you learn the result of the attack roll, but before damage is resolved.",Reroll an attack made with a Vehicle Weapon.,Reroll an attack made with a Vehicle Weapon.,https://swse.fandom.com/wiki/Gunnery_Specialist
Perfect Swimmer,db_only_not_updated,Gungan,Gungan,no,"Reroll Swim checks, always keeping the better result.","Reroll Swim checks, always keeping the better result.","Reroll Swim checks, always keeping the better result.","Reroll Swim checks, always keeping the better result.",
Instinctive Attack,updated,Non-Droid,Cannot be a Droid,yes,Spend a Force Point to reroll an attack and take the better result.,"When you use a Force Point when making an attack with a weapon with which you are proficient, you can reroll the attack and take the better result. Apply the results of the die from the Force Point to the better result.",Spend a Force Point to reroll an attack and take the better result.,Spend a Force Point to reroll an attack and take the better result.,https://swse.fandom.com/wiki/Instinctive_Attack
Combat Reflexes,updated,None,None,no,Gain additional Attacks of Opportunity.,"When opponents leave themselves open, you may make a number of additional Attacks of Opportunity equal to your Dexterity modifier.

With this Feat, you may also make Attacks of Opportunity while Flat-Footed. You can still only make one attack for each triggered Attack of Opportunity.",Gain additional Attacks of Opportunity.,Gain additional Attacks of Opportunity.,https://swse.fandom.com/wiki/Combat_Reflexes
Strong in the Force,updated,None,None,no,Roll d8s instead of d6s when you spend a Force Point.,"When you spend a Force Point to adjust the result of an attack roll, Skill Check, or Ability Check, you roll d8s instead of d6s.",Roll d8s instead of d6s when you spend a Force Point.,Roll d8s instead of d6s when you spend a Force Point.,https://swse.fandom.com/wiki/Strong_in_the_Force
Grand Army of the Republic Training,updated,Armor Proficiency (Light),Armor Proficiency (Light),no,Apply your armor's Equipment bonus to your Will Defense.,"If you wear Armor that provides an Equipment bonus to your Fortitude Defense, and you are proficient with that Armor, you also apply the Armor's Equipment bonus to your Will Defense.",Apply your armor's Equipment bonus to your Will Defense.,Apply your armor's Equipment bonus to your Will Defense.,https://swse.fandom.com/wiki/Grand_Army_of_the_Republic_Training
Unhindered Approach,db_only_not_updated,Trained in Jump,Trained in Jump,no,Gain bonuses on Jump checks checks when near allies.,Gain bonuses on Jump checks checks when near allies.,Gain bonuses on Jump checks checks when near allies.,Gain bonuses on Jump checks checks when near allies.,
Acrobatic Ally,updated,"Dexterity 13, Strength 13, Trained in Acrobatics","Strength 13, Dexterity 13, Trained in Acrobatics",yes,Hoist or toss an ally of your size or smaller up to 2 squares.,"You can hoist or toss an ally of your size or smaller up to 2 squares. You and your ally must act on the same Initiative Count and start in adjacent squares. If you succeed on a DC 20 Acrobatics check as a Standard Action, your ally ends up in a square of your choosing up to 2 squares above or away from you. This counts as a Free Action for your ally and ends your turn. Your ally can then continue his or her turn. If you fail your check, both you and your ally immediately become Prone in your square. Your turn is ended, but your ally can take his or her turn normally.",Hoist or toss an ally of your size or smaller up to 2 squares.,Hoist or toss an ally of your size or smaller up to 2 squares.,https://swse.fandom.com/wiki/Acrobatic_Ally
Returning Bug,updated,Weapon Proficiency (Simple Weapons),Weapon Proficiency (Simple Weapons),no,Thrown Razor Bugs and Thud Bugs return to your hand immediately.,"When you miss with a Razor Bug or a Thud Bug, the weapon returns to your hand immediately.",Thrown Razor Bugs and Thud Bugs return to your hand immediately.,Thrown Razor Bugs and Thud Bugs return to your hand immediately.,https://swse.fandom.com/wiki/Returning_Bug
Nimble Team,db_only_not_updated,Trained in Acrobatics,Trained in Acrobatics,no,Gain bonuses on Acrobatics checks when near allies.,Gain bonuses on Acrobatics checks when near allies.,Gain bonuses on Acrobatics checks when near allies.,Gain bonuses on Acrobatics checks when near allies.,
Deceptive Drop,updated,Trained in Initiative,Trained in Initiative,no,Flat-Footed targets knocked Prone on Surprise Round.,"During the Surprise Round, if you damage a Flat-Footed target, that target is also knocked Prone if your attack roll also exceeds the target's Fortitude Defense. The target adds its size modifier to its Fortitude Defense:

- Colossal, +50;
- Gargantuan, +20;
- Huge, +10;
- Large, +5;
- Medium and smaller, +0.",Flat-Footed targets knocked Prone on Surprise Round.,Flat-Footed targets knocked Prone on Surprise Round.,https://swse.fandom.com/wiki/Deceptive_Drop
Covert Operatives,db_only_not_updated,Trained in Stealth,Trained in Stealth,no,Gain bonuses on Stealth checks when near allies.,Gain bonuses on Stealth checks when near allies.,Gain bonuses on Stealth checks when near allies.,Gain bonuses on Stealth checks when near allies.,
Greater Weapon Focus,db_only_not_updated,"Weapon Focus with selected weapon group, base attack bonus +8","Weapon Focus with selected weapon group, base attack bonus +8",no,You gain a +1 bonus on attack rolls with the selected weapon group. This stacks with Weapon Focus.,You gain a +1 bonus on attack rolls with the selected weapon group. This stacks with Weapon Focus.,You gain a +1 bonus on attack rolls with the selected weapon group.,You gain a +1 bonus on attack rolls with the selected weapon group.,
Weapon Proficiency (Rifles),db_only_not_updated,,,no,You are proficient with rifles and do not take the -5 penalty when using them.,You are proficient with rifles and do not take the -5 penalty when using them.,You are proficient with rifles and do not take the -5 penalty when using them.,You are proficient with rifles and do not take the -5 penalty when using them.,
Armor Proficiency (light),updated,None,None,no,No penalty on attacks and no Armor Check Penalty while wearing Light Armor.,"When you wear Light Armor, you take no Armor Check Penalty on attack rolls or Skill Checks. Additionally, you benefit from all of the armor's special Equipment bonuses (if any).",No penalty on attacks and no Armor Check Penalty while wearing Light Armor.,No penalty on attacks and no Armor Check Penalty while wearing Light Armor.,https://swse.fandom.com/wiki/Armor_Proficiency_(Light)
Frightening Presence,db_only_not_updated,"Charisma 15, Frightful Presence","Charisma 15, Frightful Presence",no,"When you use Frightful Presence, targets that fail their Will Defense check move -2 steps down the condition track instead of -1.","When you use Frightful Presence, targets that fail their Will Defense check move -2 steps down the condition track instead of -1.","When you use Frightful Presence, targets that fail their Will Defense check move -2 steps down the condition track instead of -1.","When you use Frightful Presence, targets that fail their Will Defense check move -2 steps down the condition track instead of -1.",
